Record_Type,Current_Location,Animal_Name,Age,Animal_Gender,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,Memo,animal_type,Animal_Breed,id
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Florence,1 YEAR 6 MONTHS,Spayed Female,Black,2-Aug-25,Received on,35000 block of  MILITARY RD S,AUBURN,WA,98001,"Received on: 2025-08-02<p/> Found Near: 35000 block of  MILITARY RD S<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733190
FOUND,In Public Home,,Unknown<p/>,Unknown,Unknown,29-Jul-25,Date Found,32000 block of  NE 142ND ST,,WA,98019,"Description: Gray with white front paws, some white around the nose and a white stripe just behind the front legs.<p/>Age: Unknown<p/>Found Near: 32000 block of  NE 142ND ST<p/>Found Date: 2025-07-29<p/>",Rabbit,,733192
FOUND,,Masha,1 YEAR 8 MONTHS,Spayed Female,Torbie / White,2-Aug-25,Received on,28600 block of  132ND AVE SE,KENT,WA,98042,Received on: 2025-08-02<p/> Found Near: 28600 block of  132ND AVE SE<p/> Description: Torbie / White Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR 8 MONTHS<p/>,Deceased Cat,Domestic Shorthair,733195
LOST,LOST,Gustaf,Over 1 year<p/>,Male,White,2-Aug-25,Date Lost,9500 block of  240TH AVE SE,,WA,98027,"<p/>Age: Over 1 year<p/>Location Lost: 9506 240th ave se, Issaquah WA  98027<p/>Lost Date: 2025-08-02<p/>",Dog,Akbash,733199
ADOPTABLE,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Levi,1 YEAR,Neutered Male,Black / White,2-Aug-25,Received on,,,WA,,"Received on: 2025-08-02<p/> Description: Black / White<p/>  Neutered Male Pit Bull / Mix Dog<p/> Age: 1 YEAR<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Levi and I am available for adoption!<p/><p/>I am a shy boy who needs a soft-hearted family and time to warm up. Once I feel safe and loved, I become my wiggly, silly-boy self.<p/><p/>I am still working on my manners, so I am looking for a family who has a bit of time and training to help me be the good dog I know I am!<p/><p/>I am a large breed dog and I weigh about 63lbs.<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",Dog,Pit Bull / Mix,733200
FOUND,In Public Home,Max,Unknown<p/>,Male,Unknown,2-Aug-25,Date Found,19TH  AVE SW,BURI,WA,,"Description: Black and white pit bull, camo collar, phone number starting in 206 but smudged on the rest, Found near Gregory heights Burien <p/>Age: Unknown<p/>Found Near: 19th ave sw, Burien WA, Seattle WA  98166<p/>Found Date: 2025-08-02<p/>",Dog,Pit Bull,733207
LOST,LOST,Conan,Over 1 year<p/>,Male,White,9-Jul-25,Date Lost,MAIN  ST NW,,WA,,"Description: Fluffy white with gray ears, gray tail and one gray spot near his tail end<p/>Age: Over 1 year<p/>Location Lost: Main St NW, Auburn WA  98001<p/>Lost Date: 2025-07-09<p/>",Cat,Domestic Mediumhair,733210
LOST,LOST,Moose,Under 1 year<p/>,Male,Brown,2-Aug-25,Date Lost,12200 block of  164TH AVE SE,,WA,98059,"Description: Large breed puppy. Dark brown with white paws and chest<p/>Age: Under 1 year<p/>Location Lost: 12205 164th Ave SE, Renton WA  98059<p/>Lost Date: 2025-08-02<p/>",Dog,Akita,733212
LOST,LOST,Cosmos,Over 1 year<p/>,Male,Black,2-Aug-25,Date Lost,16900 block of  SE 182ND PL,,WA,98058,"Description: Yellow eyes and he has a bald spot at the beginning of his tail. <p/>Age: Over 1 year<p/>Location Lost: 16934 se 182nd pl, Renton WA  98058<p/>Lost Date: 2025-08-02<p/>",Cat,Domestic Longhair,733213
LOST,LOST,Milo,Over 1 year<p/>,Male,Brown,29-Jul-25,Date Lost,Military  Rd S & S 182nd St,SeaTac,WA,98188,"Description: Brown tabby. Small size<p/>Age: Over 1 year<p/>Location Lost: Military Rd and 182nd st, Seattle WA  98188<p/>Lost Date: 2025-07-29<p/>",Cat,American Shorthair,733221
LOST,LOST,Milo,Over 1 year<p/>,Male,Brown,29-Jul-25,Date Lost,Military  Rd S & S 182nd St,SeaTac,WA,98188,"Description: Brown tabby. Small size<p/>Age: Over 1 year<p/>Location Lost: Military Rd and 182nd st, Seattle WA  98188<p/>Lost Date: 2025-07-29<p/>",Cat,American Shorthair,733222
FOUND,In Public Home,Christiane C,Under 1 year<p/>,Unknown,Unknown,1-Aug-25,Date Found,S  146th St & 24th Ave S,SeaTac,WA,98168,"Description: Kitten maybe 6 weeks old, Orange and white, 3/4 tail? Found at maintenance lot for Enterprise car rental so may have fallen out of an engine bay. Sweet but scared!<p/>Age: Under 1 year<p/>Found Near: S 146th St and 24th Ave s, Seattle WA  98168<p/>Found Date: 2025-08-01<p/>",Cat,American Shorthair,733223
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,2 YEARS,Female,White / Black,3-Aug-25,Received on,23900 block of  100TH AVE SE,KENT,WA,98031,"Received on: 2025-08-03<p/> Found Near: 23900 block of  100TH AVE SE<p/> Description: White / Black Female Alaskan Husky / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,Alaskan Husky / Mix,733227
ADOPTABLE,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dora,3 YEARS,Spayed Female,Black,3-Aug-25,Received on,,,WA,,"Received on: 2025-08-03<p/> Description: Black<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is  DORA and I am available for adoption.<p/><p/><p/>I was brought in by a good Samaritan on 08/03/2025<p/><p/><p/>I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/><p/>I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/><p/><p/>I am an independent kitty who likes to do my own thing!<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/><p/>",Cat,Domestic Shorthair,733228
FOUND,In Public Home,,Under 1 year<p/>,Female,Unknown,1-Aug-25,Date Found,7500 block of  185TH AVE NE SUIT,,WA,,<p/>Age: Under 1 year<p/>Found Near: 7500 block of  185TH AVE NE SUIT <p/>Found Date: 2025-08-01<p/>,Dog,American Pit Bull Terrier,733229
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Squeegee,6 MONTHS,Neutered Male,Gray / White,3-Aug-25,Received on,14000 block of  MILITARY RD S,TUKWILA,WA,98168,"Received on: 2025-08-03<p/> Found Near: 14000 block of  MILITARY RD S<p/> Description: Gray / White Neutered Male Pit Bull / Mix Dog<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,Pit Bull / Mix,733231
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Alabaster,2 YEARS,Male,Black,3-Aug-25,Received on,13600 block of  SE 288TH ST,KENT,WA,98042,"Received on: 2025-08-03<p/> Found Near: 13600 block of  SE 288TH ST<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733232
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Buddy,11 YEARS,Male,Black / White,3-Aug-25,Received on,24400 block of  RUSSELL RD S,KENT,WA,98032,"Received on: 2025-08-03<p/> Found Near: 24400 block of  RUSSELL RD S<p/> Description: Black / White Male Terrier / Mix Dog<p/> Age: 11 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,Terrier / Mix,733235
ADOPTABLE,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Nala,2 YEARS,Spayed Female,Gray Tabby,3-Aug-25,Received on,,,WA,,"Received on: 2025-08-03<p/> Description: Gray Tabby<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is  NALA and I am available for adoption.<p/><p/><p/>I was brought in by a good Samaritan on   08/03/2025<p/><p/>I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am an independent kitty who likes to do my own thing!<p/><p/><p/>",Cat,Domestic Shorthair,733236
ADOPTABLE,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Taquito,4 MONTHS,Neutered Male,Black / White,3-Aug-25,Received on,,,WA,,"Received on: 2025-08-03<p/> Description: Black / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Taquito and I am available for adoption.<p/><p/>I was brought into RASKC on August 3, 2025.<p/><p/>I can be a tad head shy first, but if you approach me slowly and offer my pets on my head I wil happily accept them :)<p/><p/>Because of my shy nature, I would do best in a calm, quiet home. When I go to my new home it is important to be patient with me and allow me time to acclimate to my new environment at my own speed. It is best to keep me in a smaller, quiet room, with my food, bed, and litterbox until I am comfortable and confident enough to start exploring the rest of my home.<p/><p/>I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",Cat,Domestic Shorthair,733250
LOST,LOST,Teddi,Unknown<p/>,Male,Black,3-Aug-25,Date Lost,9800 block of  6TH PL SW,,WA,98106,"Description: Corgipoo almost 1 year old color  black with couples white spot on tummy fluffy tail and brown hair by the nose<p/>Age: Unknown<p/>Location Lost: 9846 6th Pl SW, Seattle WA  98106<p/>Lost Date: 2025-08-03<p/>",Dog,Miniature Poodle,733251
LOST,LOST,Teddi,Under 1 year<p/>,Male,Black,3-Aug-25,Date Lost,9800 block of  6TH PL SW,,WA,98106,"Description: Corgipoo almost 1 year old color black with white spot on chest and brown nose hair. Very friendly<p/>Age: Under 1 year<p/>Location Lost: 9846 6th Pl SW, Seattle WA  98106<p/>Lost Date: 2025-08-03<p/>",Dog,Miniature Poodle,733252
LOST,LOST,Man Cat,Over 1 year<p/>,Male,Unknown,3-Aug-25,Date Lost,29800 block of  1ST AVE S,Federal Way,WA,98003,"Description: Man Cat approximately 12 yrs old. Indoor/outdoor cat, former stray I rescued. No collar, is chipped. <p/>Age: Over 1 year<p/>Location Lost: 29812 1st Ave S, Federal Way WA  98003<p/>Lost Date: 2025-08-03<p/>",Cat,Domestic Shorthair,733253
LOST,LOST,Jaxon,Over 1 year<p/>,Male,Black,31-Jul-25,Date Lost,14700 block of  SE Petrovitsky Rd,King County,WA,98058,"Description: Jaxon escaped the night of 7/31. He's an indoor cat and most likely skiddish. He got out at 14700 se petrovitsky rd <p/>Age: Over 1 year<p/>Location Lost: 14700 SE Petrovitsky Rd, Apt C101, Renton WA  98058<p/>Lost Date: Jul 31 202<p/>",Cat,Domestic Mediumhair,733256
LOST,LOST,Basil,Over 1 year<p/>,Male,Unknown,3-Aug-25,Date Lost,LYNNWOOD  COURT SE & SE 12TH ST,Renton,WA,98056,"Description: large 20-22lbs brown and black tabby yellowy green eyes pink nose. Stripes and spots. <p/>Age: Over 1 year<p/>Location Lost: Lynnwood ave & 12th, Renton WA  98056<p/>Lost Date: 2025-08-03<p/>",Cat,American Shorthair,733259
LOST,LOST,Lydia,Over 1 year<p/>,Female,Black,27-Jul-25,Date Lost,700 block of  1ST AVE N,Kent,WA,98032,"Description: Petite, All black, right side of neck was shaved in May for a medical procedure so her hair is shorter in that spot. Bright green/yellow eyes. <p/>Age: Over 1 year<p/>Location Lost: 733 1st Ave N, Kent WA  98032<p/>Lost Date: 2025-07-27<p/>",Cat,Domestic Mediumhair,733263
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,1 YEAR,Male,Brown / Gray,4-Aug-25,Received on,26400 block of  118TH PL SE,KENT,WA,98030,"Received on: 2025-08-04<p/> Found Near: 26400 block of  118TH PL SE<p/> Description: Brown / Gray Male Pit Bull / Mix Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,Pit Bull / Mix,733264
FOUND,In Public Home,Cat,Unknown<p/>,Female,Unknown,1-Jul-25,Date Found,179TH  & 43RD AVE S SEATAC,,WA,,"Description: Grey and white mostly grey . Had a cloth  collar light worn flowered color . Very sweet cat friendly.  On my Ring camera even at night off and on . <p/>Age: Unknown<p/>Found Near: 179th & 43rd ave S seatac , Seattle WA  98188<p/>Found Date: 2025-07-01<p/>",Cat,American Shorthair,733301
FOUND,In Public Home,,Over 1 year<p/>,Male,Unknown,1-Aug-25,Date Found,108th  Ave SE & SE 28th St,Beaux Arts,WA,98004,"Description: Male Yorkie was Found wandering streets, no leash or collar. Coat was very matted and dirty and he appears to have been neglected for some time. Has Lost significant amount of hair on his back and tail. Vet checked for microchip and he has none. Taking care of him until owner is located or new home Found. Please send proof of ownership if you believe he is yours!<p/>Age: Over 1 year<p/>Found Near: 108th Ave Se and SE 28th St, Bellevue WA  98004<p/>Found Date: 2025-08-01<p/>",Dog,Yorkshire Terrier,733303
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Ricken,NO AGE,Unknown,Black / White,4-Aug-25,Received on,12500 block of  SE 201ST PL,KENT,WA,98031,"Received on: 2025-08-04<p/> Found Near: 12500 block of  SE 201ST PL<p/> Description: Black / White Unknown Domestic Longhair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Longhair,733304
LOST,LOST,Koda,Over 1 year<p/>,Male,Unknown,3-Aug-25,Date Lost,22000 block of  8TH AVE S,Des Moines,WA,98198,"Description: Large grey tuxedo. Typically an indoor cat. <p/>Age: Over 1 year<p/>Location Lost: 22032 8th Ave S, Seattle WA  98198<p/>Lost Date: 2025-08-03<p/>",Cat,Domestic Shorthair,733306
LOST,LOST,Tank,Over 1 year<p/>,Male,Black,4-Aug-25,Date Lost,2100 block of  52ND AVE SW,Seattle,WA,98116,"Description: 86lbs, black and tan, tall and skinny, curled tail, has all dew claws, floppy ears, has all shots, no collar on<p/>Age: Over 1 year<p/>Location Lost: 2109 52nd Ave SW, Seattle WA  98116<p/>Lost Date: 2025-08-04<p/>",Dog,Rottweiler,733310
LOST,LOST,Tank,Over 1 year<p/>,Male,Black,4-Aug-25,Date Lost,2100 block of  52ND AVE SW,Seattle,WA,98116,"Description: 86lbs, black and tan, tall and skinny, curled tail, has all dew claws, floppy ears, has all shots, no collar on<p/>Age: Over 1 year<p/>Location Lost: 2109 52nd Ave SW, Seattle WA  98116<p/>Lost Date: 2025-08-04<p/>",Dog,Rottweiler,733318
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,1 YEAR,Unknown,Black,4-Aug-25,Received on,24600 block of  130TH AVE SE,KENT,WA,98030,"Received on: 2025-08-04<p/> Found Near: 24600 block of  130TH AVE SE<p/> Description: Black Unknown Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733323
LOST,LOST,Tank,Over 1 year<p/>,Male,Black,4-Aug-25,Date Lost,2100 block of  52ND AVE SW,Seattle,WA,98116,"Description: 86lbs, black and tan, tall and skinny, curled tail, has all dew claws, floppy ears, has all shots, no collar on<p/>Age: Over 1 year<p/>Location Lost: 2109 52nd Ave SW, Seattle WA  98116<p/>Lost Date: 2025-08-04<p/>",Dog,Rottweiler,733324
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Georgie,2 YEARS,Male,Black / Tan,4-Aug-25,Received on,2400 block of  SW 106TH ST,SEATTLE,WA,98146,"Received on: 2025-08-04<p/> Found Near: 2400 block of  SW 106TH ST<p/> Description: Black / Tan Male Rottweiler Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,Rottweiler,733325
FOUND,In RASKC Foster Home,,13 WEEKS,Male,Brn Tabby / White,4-Aug-25,Received on,17200 block of  140TH AVE SE,RENTON,WA,98058,Received on: 2025-08-04<p/> Found Near: 17200 block of  140TH AVE SE<p/> Description: Brn Tabby / White Male Domestic Shorthair Cat<p/> Age: 13 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,733327
FOUND,In RASKC Foster Home,,13 WEEKS,Female,White / Black,4-Aug-25,Received on,17200 block of  140TH AVE SE,RENTON,WA,98058,Received on: 2025-08-04<p/> Found Near: 17200 block of  140TH AVE SE<p/> Description: White / Black Female Domestic Mediumhair Cat<p/> Age: 13 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Mediumhair,733328
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jill,3 YEARS,Female,Black / White,4-Aug-25,Received on,400 block of  RAMSAY WAY,KENT,WA,98032,"Received on: 2025-08-04<p/> Found Near: 400 block of  RAMSAY WAY<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733330
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dory,3 YEARS,Female,Gray / White,4-Aug-25,Received on,17800 block of  43RD AVE S,SEATAC,WA,98188,"Received on: 2025-08-04<p/> Found Near: 17800 block of  43RD AVE S<p/> Description: Gray / White Female Domestic Mediumhair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Mediumhair,733333
FOUND,In RASKC Foster Home,,3 WEEKS,Female,Black,4-Aug-25,Received on,3400 block of  S 152ND ST,TUKWILA,WA,98188,Received on: 2025-08-04<p/> Found Near: 3400 block of  S 152ND ST<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,733334
FOUND,In Public Home,,Under 1 year<p/>,Male,Brown,3-Aug-25,Date Found,98338 98338,,WA,98338,"Description: Male Tabby, looks to be older kitten in age, white paws and belly, light brown in fur. Super sweet and seems like he makes friends with everyone and anyone regardless of species. Collar with a bell, Dark Blue in Color with Moons and Stars.<p/>Age: Under 1 year<p/>Found Near: 98338 98338<p/>Found Date: 2025-08-03<p/>",Cat,American Shorthair,733335
FOUND,In Public Home,,Unknown<p/>,Unknown,Black,4-Aug-25,Date Found,148th  Ave SE & SE 216th St,King County,WA,98058,"Description: Friendly. Skinny. Black and white cat. White face. <p/>Age: Unknown<p/>Found Near: 148th Ave SE and SE 216th St. , Kent WA  98042<p/>Found Date: 2025-08-04<p/>",Cat,Abyssinian,733341
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,10 YEARS,Neutered Male,White,5-Aug-25,Received on,3000 block of  R ST SE,AUBURN,WA,98092,"Received on: 2025-08-05<p/> Found Near: 3000 block of  R ST SE<p/> Description: White Neutered Male Maltese / Mix Dog<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Dog,Maltese / Mix,733349
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,NO AGE,Unknown,Black,5-Aug-25,Received on,4200 block of  S 356TH ST,AUBURN,WA,98001,"Received on: 2025-08-05<p/> Found Near: 4200 block of  S 356TH ST<p/> Description: Black Unknown Domestic Mediumhair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Mediumhair,733382
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,NO AGE,Unknown,Black,5-Aug-25,Received on,4200 block of  S 356TH ST,AUBURN,WA,98001,"Received on: 2025-08-05<p/> Found Near: 4200 block of  S 356TH ST<p/> Description: Black Unknown Domestic Mediumhair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Mediumhair,733383
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,NO AGE,Female,Black,5-Aug-25,Received on,36800 block of  34TH AVE S,AUBURN,WA,98001,"Received on: 2025-08-05<p/> Found Near: 36800 block of  34TH AVE S<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733384
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Carolina,15 WEEKS,Female,Black / White,5-Aug-25,Received on,36800 block of  34TH AVE S,AUBURN,WA,98001,"Received on: 2025-08-05<p/> Found Near: 36800 block of  34TH AVE S<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 15 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733385
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,4 MONTHS,Unknown,Brn Tabby,5-Aug-25,Received on,28700 block of  216TH AVE SE,KENT,WA,98042,"Received on: 2025-08-05<p/> Found Near: 28700 block of  216TH AVE SE<p/> Description: Brn Tabby Unknown Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733386
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,4 MONTHS,Unknown,Brn Tabby,5-Aug-25,Received on,28700 block of  216TH AVE SE,KENT,WA,98042,"Received on: 2025-08-05<p/> Found Near: 28700 block of  216TH AVE SE<p/> Description: Brn Tabby Unknown Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733387
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,4 MONTHS,Unknown,Brn Tabby,5-Aug-25,Received on,28700 block of  216TH AVE SE,KENT,WA,98042,"Received on: 2025-08-05<p/> Found Near: 28700 block of  216TH AVE SE<p/> Description: Brn Tabby Unknown Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733388
FOUND,In Public Home,,Unknown<p/>,Male,Unknown,31-Jul-25,Date Found,48th  Ave S & S Adams St,Seattle,WA,98118,"Description: Orange, neutered, fluffy tail, light white chin<p/>Age: Unknown<p/>Found Near: 48th Ave S and Adams St, Seattle WA  98118<p/>Found Date: 2025-07-31<p/>",Cat,Domestic Mediumhair,733394
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Ruffels,5 YEARS,Spayed Female,Black,5-Aug-25,Received on,28600 block of  51ST PL S,AUBURN,WA,98001,"Received on: 2025-08-05<p/> Found Near: 28600 block of  51ST PL S<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733395
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,NO AGE,Unknown,Red,5-Aug-25,Received on,27TH  AVE S,TUKWILA,WA,98168,"Received on: 2025-08-05<p/> Found Near: 27TH  AVE S<p/> Description: Red Unknown Chicken Bird<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Bird,Chicken,733397
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,6 MONTHS,Male,Org Tabby / White,5-Aug-25,Received on,24100 block of  PACIFIC HWY S,KENT,WA,98032,"Received on: 2025-08-05<p/> Found Near: 24100 block of  PACIFIC HWY S<p/> Description: Org Tabby / White Male Domestic Shorthair Cat<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733398
LOST,LOST,Man Cat,Over 1 year<p/>,Male,Brown,3-Aug-25,Date Lost,29800 block of  1ST AVE S,Federal Way,WA,98003,"Description: short hair tabby brindle with black spots and white chest and chin - no collar<p/>Age: Over 1 year<p/>Location Lost: 29812 1st Ave S, Federal Way WA  98003<p/>Lost Date: 2025-08-03<p/>",Cat,Domestic Shorthair,733403
LOST,LOST,Sasha,Over 1 year<p/>,Female,Black,31-Jul-25,Date Lost,"1800 block of  TROSSACHS BLVD SE,",,WA,,"Description: Black long hair yellow eyes<p/>Age: Over 1 year<p/>Location Lost: 1855 Trossachs BLVD SE, 106, Sammamish WA  98075<p/>Lost Date: 2025-07-31<p/>",Cat,Domestic Longhair,733404
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,7 WEEKS,Male,Black / White,5-Aug-25,Received on,28100 block of  SE 456TH ST,ENUMCLAW,WA,98022,"Received on: 2025-08-05<p/> Found Near: 28100 block of  SE 456TH ST<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733405
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,7 WEEKS,Male,Black / White,5-Aug-25,Received on,28100 block of  SE 456TH ST,ENUMCLAW,WA,98022,"Received on: 2025-08-05<p/> Found Near: 28100 block of  SE 456TH ST<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,733406
